"OSPF
Area-ID",排序用,區別,學校類型,單位別,單位名稱,"連線
方式",群別,"中華介接
VLAN-ID","電路附
掛編號",Caps_Auto,"英文
簡稱",TYC-VPN,,,,,,,,"4G WAN-IP
Cisco 899G 4G LTE",,,"實體IP段
DNS-1、NTP-1
IPV4(預設)","實體IP段
DNS-2、NTP-2
IPV4(預設)","新核發IPv4網段
vlan 101",,,,"虛擬IP段
DNS-1、NTP-1
IPV4(預設)","虛擬IP段
DNS-2、NTP-2
IPV4(預設)","教師行政段（行政辦公室、一般教室、印表機）
vlan 200 (202、204、206) (DHCP)",,,,,,"學生教學段（電腦教室、專科教室、印表機）
vlan 300 (DHCP)",,,,,,"Thin Client
vlan 400",,,,,,openstack VM,,,,,,MGMT for openstack VM,,,,,vCloud VM,,,,,,,MGMT for vCloud VM,,,,,"校園IP Phone (瑪凱電信)
vlan 240 (DHCP)",,,,"WIFI-AP (old Ruckus)
vlan 208 (DHCP)",,,,"WIFI-AP (new Ruckus)
vlan 210 (DHCP)",,,,"WIFI TYC_iTaiwan
vlan 212 (DHCP)",,,,,"WIFI TANetRoaming
vlan 214 (DHCP)",,,,,"WIFI TYC_STAFF
vlan 216 (DHCP)",,,,,"WIFI TYC_OpenID
vlan 218 (DHCP)",,,,,"WIFI eduroam
vlan 220 (DHCP)",,,,,"有線認證、TYC_FatAP
vlan 222 (DHCP)",,,,,"TYC_Learning (MAC Address認證)
vlan 224 (DHCP)",,,,,"校園核心路由交換器 Device MGT
vlan 900 (ospf)",,,,,"校園網路設備管理網段
vlan 910",,,
433,199,桃園區,01 一般,04綜合高中,國立北科附工(預先配置),,,433,,,,10.12.16.161,10.12.16.162,10.12.16.163,10.12.16.165,10.12.16.166,29,,,120.125.222.199,10.13.1.69,23,163.30.0.1,163.30.0.2,163.30.84.128,25,163.30.84.254,163.30.84.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.24.0 
10.35.25.0 
10.35.26.0 
10.35.27.0",22,10.35.27.254,1008/1024,163.30.84.192 ~ 207,"固定IP區段 
10.35.24.1 ~ 50","10.43.24.0 
10.43.25.0 
10.43.26.0 
10.43.27.0",22,10.43.27.254,1008/1024,163.30.84.208 ~ 223,"固定IP區段 
10.43.24.1 ~ 50",10.75.24.0,22,10.75.27.254,1019/1024,,,10.240.198.0,24,10.240.198.254,250/256,163.30.84.224 ~ 235,163.30.84.248                          ,2433,10.250.198.0,24,10.250.198.254,250256,1433,10.244.198.0,24,10.244.198.254,250/256,163.30.84.236 ~ 247,163.30.84.249,3433,10.252.198.0,24,10.252.198.254,250256,"10.17.140.0 
10.17.141.0",23,10.17.141.254,500/512,10.62.199.0,24,10.62.199.254,249/256,10.48.199.0,24,10.48.199.254,249/256,10.85.24.0,22,10.85.27.254,1020/1024,120.125.195.28 ~ 31,10.52.199.0,24,10.52.199.254,249/256,,10.54.116.0,24,10.54.116.254,249/256,,10.56.116.0,24,10.56.116.254,249/256,,10.91.204.0,22,10.91.207.254,1020/1024,120.125.200.204 ~ 207,10.60.116.0,24,10.60.116.254,249/256,120.125.207.204 ~ 207,10.63.204.0,22,10.63.207.254,1020/1024,120.125.214.204 ~ 207,10.0.183.64,26,10.0.183.126,10.0.183.65,10.0.183.66,10.1.221.0,24,10.1.221.254,249/256
435,200,桃園區,,,(預先保留),,,435,,,,10.12.16.169,10.12.16.170,10.12.16.171,10.12.16.173,10.12.16.174,29,,,120.125.222.200,10.13.1.70,23,163.30.0.1,163.30.0.2,163.30.47.128,25,163.30.47.254,163.30.47.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.28.0 
10.35.29.0 
10.35.30.0 
10.35.31.0",22,10.35.31.254,1008/1024,163.30.47.192 ~ 207,"固定IP區段 
10.35.28.1 ~ 50","10.43.28.0 
10.43.29.0 
10.43.30.0 
10.43.31.0",22,10.43.31.254,1008/1024,163.30.47.208 ~ 223,"固定IP區段 
10.43.28.1 ~ 50",10.75.28.0,22,10.75.31.254,1019/1024,,,10.240.199.0,24,10.240.199.254,250/256,163.30.47.224 ~ 235,163.30.47.248                          ,2435,10.250.199.0,24,10.250.199.254,250256,1435,10.244.199.0,24,10.244.199.254,250/256,163.30.47.236 ~ 247,163.30.47.249,3435,10.252.199.0,24,10.252.199.254,250256,"10.17.142.0 
10.17.143.0",23,10.17.143.254,500/512,10.62.200.0,24,10.62.200.254,249/256,10.48.200.0,24,10.48.200.254,249/256,10.85.28.0,22,10.85.31.254,1020/1024,120.125.195.32 ~ 35,10.52.200.0,24,10.52.200.254,249/256,,10.54.117.0,24,10.54.117.254,249/256,,10.56.117.0,24,10.56.117.254,249/256,,10.91.208.0,22,10.91.211.254,1020/1024,120.125.200.208 ~ 211,10.60.117.0,24,10.60.117.254,249/256,120.125.207.208 ~ 211,10.63.208.0,22,10.63.211.254,1020/1024,120.125.214.208 ~ 211,10.0.183.128,26,10.0.183.190,10.0.183.129,10.0.183.130,10.1.222.0,24,10.1.222.254,249/256
436,201,桃園區,,,(預先保留),,,436,,,,10.12.16.177,10.12.16.178,10.12.16.179,10.12.16.181,10.12.16.182,29,,,120.125.222.201,10.13.1.71,23,163.30.0.1,163.30.0.2,163.30.49.128,25,163.30.49.254,163.30.49.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.32.0 
10.35.33.0 
10.35.34.0 
10.35.35.0",22,10.35.35.254,1008/1024,163.30.49.192 ~ 207,"固定IP區段 
10.35.32.1 ~ 50","10.43.32.0 
10.43.33.0 
10.43.34.0 
10.43.35.0",22,10.43.35.254,1008/1024,163.30.49.208 ~ 223,"固定IP區段 
10.43.32.1 ~ 50",10.75.32.0,22,10.75.35.254,1019/1024,,,10.240.200.0,24,10.240.200.254,250/256,163.30.49.224 ~ 235,163.30.49.248                          ,2436,10.250.200.0,24,10.250.200.254,250256,1436,10.244.200.0,24,10.244.200.254,250/256,163.30.49.236 ~ 247,163.30.49.249,3436,10.252.200.0,24,10.252.200.254,250256,"10.17.144.0 
10.17.145.0",23,10.17.145.254,500/512,10.62.201.0,24,10.62.201.254,249/256,10.48.201.0,24,10.48.201.254,249/256,10.85.32.0,22,10.85.35.254,1020/1024,120.125.195.36 ~ 39,10.52.201.0,24,10.52.201.254,249/256,,10.54.118.0,24,10.54.118.254,249/256,,10.56.118.0,24,10.56.118.254,249/256,,10.91.212.0,22,10.91.215.254,1020/1024,120.125.200.212 ~ 215,10.60.118.0,24,10.60.118.254,249/256,120.125.207.212 ~ 215,10.63.212.0,22,10.63.215.254,1020/1024,120.125.214.212 ~ 215,10.0.183.192,26,10.0.183.254,10.0.183.193,10.0.183.194,10.1.223.0,24,10.1.223.254,249/256
437,202,桃園區,,,(預先保留),,,437,,,,10.12.16.185,10.12.16.186,10.12.16.187,10.12.16.189,10.12.16.190,29,,,120.125.222.202,10.13.1.72,23,163.30.0.1,163.30.0.2,163.30.44.128,25,163.30.44.254,163.30.44.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.36.0 
10.35.37.0 
10.35.38.0 
10.35.39.0",22,10.35.39.254,1008/1024,163.30.44.192 ~ 207,"固定IP區段 
10.35.36.1 ~ 50","10.43.36.0 
10.43.37.0 
10.43.38.0 
10.43.39.0",22,10.43.39.254,1008/1024,163.30.44.208 ~ 223,"固定IP區段 
10.43.36.1 ~ 50",10.75.36.0,22,10.75.39.254,1019/1024,,,10.240.201.0,24,10.240.201.254,250/256,163.30.44.224 ~ 235,163.30.44.248                          ,2437,10.250.201.0,24,10.250.201.254,250256,1437,10.244.201.0,24,10.244.201.254,250/256,163.30.44.236 ~ 247,163.30.44.249,3437,10.252.201.0,24,10.252.201.254,250256,"10.17.146.0 
10.17.147.0",23,10.17.147.254,500/512,10.62.202.0,24,10.62.202.254,249/256,10.48.202.0,24,10.48.202.254,249/256,10.85.36.0,22,10.85.39.254,1020/1024,120.125.195.40 ~ 43,10.52.202.0,24,10.52.202.254,249/256,,10.54.102.0,24,10.54.102.254,249/256,,10.56.102.0,24,10.56.102.254,249/256,,10.91.148.0,22,10.91.151.254,1020/1024,120.125.200.148 ~ 151,10.60.102.0,24,10.60.102.254,249/256,120.125.207.148 ~ 151,10.63.148.0,22,10.63.151.254,1020/1024,120.125.214.148 ~ 151,10.0.184.0,26,10.0.184.62,10.0.184.1,10.0.184.2,10.1.224.0,24,10.1.224.254,249/256
438,203,桃園區,,,(預先保留),,,438,,,,10.12.16.193,10.12.16.194,10.12.16.195,10.12.16.197,10.12.16.198,29,,,120.125.222.203,10.13.1.73,23,163.30.0.1,163.30.0.2,163.30.19.128,25,163.30.19.254,163.30.19.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.40.0 
10.35.41.0 
10.35.42.0 
10.35.43.0",22,10.35.43.254,1008/1024,163.30.19.192 ~ 207,"固定IP區段 
10.35.40.1 ~ 50","10.43.40.0 
10.43.41.0 
10.43.42.0 
10.43.43.0",22,10.43.43.254,1008/1024,163.30.19.208 ~ 223,"固定IP區段 
10.43.40.1 ~ 50",10.75.40.0,22,10.75.43.254,1019/1024,,,10.240.202.0,24,10.240.202.254,250/256,163.30.19.224 ~ 235,163.30.19.248                          ,2438,10.250.202.0,24,10.250.202.254,250256,1438,10.244.202.0,24,10.244.202.254,250/256,163.30.19.236 ~ 247,163.30.19.249,3438,10.252.202.0,24,10.252.202.254,250256,"10.17.148.0 
10.17.149.0",23,10.17.149.254,500/512,10.62.203.0,24,10.62.203.254,249/256,10.48.203.0,24,10.48.203.254,249/256,10.85.40.0,22,10.85.43.254,1020/1024,120.125.195.44 ~ 47,10.52.203.0,24,10.52.203.254,249/256,,10.54.119.0,24,10.54.119.254,249/256,,10.56.119.0,24,10.56.119.254,249/256,,10.91.216.0,22,10.91.219.254,1020/1024,120.125.200.216 ~ 219,10.60.119.0,24,10.60.119.254,249/256,120.125.207.216 ~ 219,10.63.216.0,22,10.63.219.254,1020/1024,120.125.214.216 ~ 219,10.0.184.64,26,10.0.184.126,10.0.184.65,10.0.184.66,10.1.225.0,24,10.1.225.254,249/256
439,204,桃園區,,,(預先保留),,,439,,,,10.12.16.201,10.12.16.202,10.12.16.203,10.12.16.205,10.12.16.206,29,,,120.125.222.204,10.13.1.74,23,163.30.0.1,163.30.0.2,163.30.18.128,25,163.30.18.254,163.30.18.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.44.0 
10.35.45.0 
10.35.46.0 
10.35.47.0",22,10.35.47.254,1008/1024,163.30.18.192 ~ 207,"固定IP區段 
10.35.44.1 ~ 50","10.43.44.0 
10.43.45.0 
10.43.46.0 
10.43.47.0",22,10.43.47.254,1008/1024,163.30.18.208 ~ 223,"固定IP區段 
10.43.44.1 ~ 50",10.75.44.0,22,10.75.47.254,1019/1024,,,10.240.203.0,24,10.240.203.254,250/256,163.30.18.224 ~ 235,163.30.18.248                          ,2439,10.250.203.0,24,10.250.203.254,250256,1439,10.244.203.0,24,10.244.203.254,250/256,163.30.18.236 ~ 247,163.30.18.249,3439,10.252.203.0,24,10.252.203.254,250256,"10.17.150.0 
10.17.151.0",23,10.17.151.254,500/512,10.62.204.0,24,10.62.204.254,249/256,10.48.204.0,24,10.48.204.254,249/256,10.85.44.0,22,10.85.47.254,1020/1024,120.125.195.48 ~ 51,10.52.204.0,24,10.52.204.254,249/256,,10.54.120.0,24,10.54.120.254,249/256,,10.56.120.0,24,10.56.120.254,249/256,,10.91.220.0,22,10.91.223.254,1020/1024,120.125.200.220 ~ 223,10.60.120.0,24,10.60.120.254,249/256,120.125.207.220 ~ 223,10.63.220.0,22,10.63.223.254,1020/1024,120.125.214.220 ~ 223,10.0.184.128,26,10.0.184.190,10.0.184.129,10.0.184.130,10.1.226.0,24,10.1.226.254,249/256
440,205,桃園區,,,(預先保留),,,440,,,,10.12.16.209,10.12.16.210,10.12.16.211,10.12.16.213,10.12.16.214,29,,,120.125.222.205,10.13.1.75,23,163.30.0.1,163.30.0.2,163.30.48.128,25,163.30.48.254,163.30.48.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.48.0 
10.35.49.0 
10.35.50.0 
10.35.51.0",22,10.35.51.254,1008/1024,163.30.48.192 ~ 207,"固定IP區段 
10.35.48.1 ~ 50","10.43.48.0 
10.43.49.0 
10.43.50.0 
10.43.51.0",22,10.43.51.254,1008/1024,163.30.48.208 ~ 223,"固定IP區段 
10.43.48.1 ~ 50",10.75.48.0,22,10.75.51.254,1019/1024,,,10.240.204.0,24,10.240.204.254,250/256,163.30.48.224 ~ 235,163.30.48.248                          ,2440,10.250.204.0,24,10.250.204.254,250256,1440,10.244.204.0,24,10.244.204.254,250/256,163.30.48.236 ~ 247,163.30.48.249,3440,10.252.204.0,24,10.252.204.254,250256,"10.17.152.0 
10.17.153.0",23,10.17.153.254,500/512,10.62.205.0,24,10.62.205.254,249/256,10.48.205.0,24,10.48.205.254,249/256,10.85.48.0,22,10.85.51.254,1020/1024,120.125.195.52 ~ 55,10.52.205.0,24,10.52.205.254,249/256,,10.54.121.0,24,10.54.121.254,249/256,,10.56.121.0,24,10.56.121.254,249/256,,10.91.224.0,22,10.91.227.254,1020/1024,120.125.200.224 ~ 227,10.60.121.0,24,10.60.121.254,249/256,120.125.207.224 ~ 227,10.63.224.0,22,10.63.227.254,1020/1024,120.125.214.224 ~ 227,10.0.184.192,26,10.0.184.254,10.0.184.193,10.0.184.194,10.1.227.0,24,10.1.227.254,249/256
441,206,桃園區,,,(預先保留),,,441,,,,10.12.16.217,10.12.16.218,10.12.16.219,10.12.16.221,10.12.16.222,29,,,120.125.222.206,10.13.1.76,23,163.30.0.1,163.30.0.2,163.30.24.128,25,163.30.24.254,163.30.24.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.52.0 
10.35.53.0 
10.35.54.0 
10.35.55.0",22,10.35.55.254,1008/1024,163.30.24.192 ~ 207,"固定IP區段 
10.35.52.1 ~ 50","10.43.52.0 
10.43.53.0 
10.43.54.0 
10.43.55.0",22,10.43.55.254,1008/1024,163.30.24.208 ~ 223,"固定IP區段 
10.43.52.1 ~ 50",10.75.52.0,22,10.75.55.254,1019/1024,,,10.240.205.0,24,10.240.205.254,250/256,163.30.24.224 ~ 235,163.30.24.248                          ,2441,10.250.205.0,24,10.250.205.254,250256,1441,10.244.205.0,24,10.244.205.254,250/256,163.30.24.236 ~ 247,163.30.24.249,3441,10.252.205.0,24,10.252.205.254,250256,"10.17.154.0 
10.17.155.0",23,10.17.155.254,500/512,10.62.206.0,24,10.62.206.254,249/256,10.48.206.0,24,10.48.206.254,249/256,10.85.52.0,22,10.85.55.254,1020/1024,120.125.195.56 ~ 59,10.52.206.0,24,10.52.206.254,249/256,,10.54.122.0,24,10.54.122.254,249/256,,10.56.122.0,24,10.56.122.254,249/256,,10.91.228.0,22,10.91.231.254,1020/1024,120.125.200.228 ~ 231,10.60.122.0,24,10.60.122.254,249/256,120.125.207.228 ~ 231,10.63.228.0,22,10.63.231.254,1020/1024,120.125.214.228 ~ 231,10.0.185.0,26,10.0.185.62,10.0.185.1,10.0.185.2,10.1.228.0,24,10.1.228.254,249/256
252,210,復興區,02 偏遠,01國小,巴崚國小,"FTTB-300M
(5:1)",B,252,3382YD000012,BLES,bles,10.12.24.97,10.12.24.98,10.12.24.99,10.12.24.101,10.12.24.102,29,,,120.125.222.210,10.13.0.139,23,163.30.0.1,163.30.0.2,163.30.17.128,25,163.30.17.254,163.30.17.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.68.0 
10.35.69.0 
10.35.70.0 
10.35.71.0",22,10.35.71.254,1008/1024,163.30.17.192 ~ 207,"固定IP區段 
10.35.68.1 ~ 50","10.43.68.0 
10.43.69.0 
10.43.70.0 
10.43.71.0",22,10.43.71.254,1008/1024,163.30.17.208 ~ 223,"固定IP區段 
10.43.68.1 ~ 50",10.75.68.0,22,10.75.71.254,1019/1024,10.242.0.0/16,120.125.192.0/19,10.240.209.0,24,10.240.209.254,250/256,163.30.17.224 ~ 235,163.30.17.248                          ,2252,10.250.209.0,24,10.250.209.254,250256,1252,10.244.209.0,24,10.244.209.254,250/256,163.30.17.236 ~ 247,163.30.17.249,3252,10.252.209.0,24,10.252.209.254,250256,"10.17.162.0 
10.17.163.0",23,10.17.163.254,500/512,10.62.210.0,24,10.62.210.254,249/256,10.48.210.0,24,10.48.210.254,249/256,10.85.68.0,22,10.85.71.254,1020/1024,120.125.195.72 ~ 75,10.52.210.0,24,10.52.210.254,249/256,,10.54.123.0,24,10.54.123.254,249/256,,10.56.123.0,24,10.56.123.254,249/256,,10.91.232.0,22,10.91.235.254,1020/1024,120.125.200.232 ~ 235,10.60.123.0,24,10.60.123.254,249/256,120.125.207.232 ~ 235,10.63.232.0,22,10.63.235.254,1020/1024,120.125.214.232 ~ 235,10.0.185.64,26,10.0.185.126,10.0.185.65,10.0.185.66,10.1.229.0,24,10.1.229.254,249/256
257,211,復興區,02 偏遠,01國小,"高坡國小
(歸戶羅浮國小停用)","FTTB-300M
(5:1)",B,257,3382YD000013,KPPS,kpps,10.12.24.81,10.12.24.82,10.12.24.83,10.12.24.85,10.12.24.86,29,,,120.125.222.211,10.13.0.140,23,163.30.0.1,163.30.0.2,163.30.27.0,25,163.30.27.126,163.30.27.1 ~ 31,10.255.4.1,10.255.4.2,"10.35.72.0 
10.35.73.0 
10.35.74.0 
10.35.75.0",22,10.35.75.254,1008/1024,163.30.27.64 ~ 79,"固定IP區段 
10.35.72.1 ~ 50","10.43.72.0 
10.43.73.0 
10.43.74.0 
10.43.75.0",22,10.43.75.254,1008/1024,163.30.27.80 ~ 95,"固定IP區段 
10.43.72.1 ~ 50",10.75.72.0,22,10.75.75.254,1019/1024,,,10.240.210.0,24,10.240.210.254,250/256,163.30.27.96 ~ 107,163.30.27.120                          ,2257,10.250.210.0,24,10.250.210.254,250256,1257,10.244.210.0,24,10.244.210.254,250/256,163.30.27.108 ~ 119,163.30.27.121,3257,10.252.210.0,24,10.252.210.254,250256,"10.17.164.0 
10.17.165.0",23,10.17.165.254,500/512,10.62.211.0,24,10.62.211.254,249/256,10.48.211.0,24,10.48.211.254,249/256,10.85.72.0,22,10.85.75.254,1020/1024,120.125.195.76 ~ 79,10.52.211.0,24,10.52.211.254,249/256,,10.54.88.0,24,10.54.88.254,249/256,,10.56.88.0,24,10.56.88.254,249/256,,10.91.92.0,22,10.91.95.254,1020/1024,120.125.200.92 ~ 95,10.60.88.0,24,10.60.88.254,249/256,120.125.207.92 ~ 95,10.63.92.0,22,10.63.95.254,1020/1024,120.125.214.92 ~ 95,10.0.185.128,26,10.0.185.190,10.0.185.129,10.0.185.130,10.1.230.0,24,10.1.230.254,249/256
246,212,復興區,02 偏遠,01國小,高義國小,"FTTB-300M
(5:1)",B,246,3382YD000009,GYES,gyes,10.12.24.57,10.12.24.58,10.12.24.59,10.12.24.61,10.12.24.62,29,,,120.125.222.212,10.13.0.141,23,163.30.0.1,163.30.0.2,163.30.109.128,25,163.30.109.254,163.30.109.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.76.0 
10.35.77.0 
10.35.78.0 
10.35.79.0",22,10.35.79.254,1008/1024,163.30.109.192 ~ 207,"固定IP區段 
10.35.76.1 ~ 50","10.43.76.0 
10.43.77.0 
10.43.78.0 
10.43.79.0",22,10.43.79.254,1008/1024,163.30.109.208 ~ 223,"固定IP區段 
10.43.76.1 ~ 50",10.75.76.0,22,10.75.79.254,1019/1024,,,10.240.211.0,24,10.240.211.254,250/256,163.30.109.224 ~ 235,163.30.109.248                         ,2246,10.250.211.0,24,10.250.211.254,250256,1246,10.244.211.0,24,10.244.211.254,250/256,163.30.109.236 ~ 247,163.30.109.249,3246,10.252.211.0,24,10.252.211.254,250256,"10.17.166.0 
10.17.167.0",23,10.17.167.254,500/512,10.62.212.0,24,10.62.212.254,249/256,10.48.212.0,24,10.48.212.254,249/256,10.85.76.0,22,10.85.79.254,1020/1024,120.125.195.80 ~ 83,10.52.212.0,24,10.52.212.254,249/256,,10.54.83.0,24,10.54.83.254,249/256,,10.56.83.0,24,10.56.83.254,249/256,,10.91.72.0,22,10.91.75.254,1020/1024,120.125.200.72 ~ 75,10.60.83.0,24,10.60.83.254,249/256,120.125.207.72 ~ 75,10.63.72.0,22,10.63.75.254,1020/1024,120.125.214.72 ~ 75,10.0.185.192,26,10.0.185.254,10.0.185.193,10.0.185.194,10.1.231.0,24,10.1.231.254,249/256
256,213,復興區,02 偏遠,01國小,光華國小,"FTTB-300M
(5:1)",B,256,3382YD000010,KHES,khes,10.12.24.49,10.12.24.50,10.12.24.51,10.12.24.53,10.12.24.54,29,,,120.125.222.213,10.13.0.142,23,163.30.0.1,163.30.0.2,163.30.30.128,25,163.30.30.254,163.30.30.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.80.0 
10.35.81.0 
10.35.82.0 
10.35.83.0",22,10.35.83.254,1008/1024,163.30.30.192 ~ 207,"固定IP區段 
10.35.80.1 ~ 50","10.43.80.0 
10.43.81.0 
10.43.82.0 
10.43.83.0",22,10.43.83.254,1008/1024,163.30.30.208 ~ 223,"固定IP區段 
10.43.80.1 ~ 50",10.75.80.0,22,10.75.83.254,1019/1024,,,10.240.212.0,24,10.240.212.254,250/256,163.30.30.224 ~ 235,163.30.30.248                          ,2256,10.250.212.0,24,10.250.212.254,250256,1256,10.244.212.0,24,10.244.212.254,250/256,163.30.30.236 ~ 247,163.30.30.249,3256,10.252.212.0,24,10.252.212.254,250256,"10.17.168.0 
10.17.169.0",23,10.17.169.254,500/512,10.62.213.0,24,10.62.213.254,249/256,10.48.213.0,24,10.48.213.254,249/256,10.85.80.0,22,10.85.83.254,1020/1024,120.125.195.84 ~ 87,10.52.213.0,24,10.52.213.254,249/256,,10.54.77.0,24,10.54.77.254,249/256,,10.56.77.0,24,10.56.77.254,249/256,,10.91.48.0,22,10.91.51.254,1020/1024,120.125.200.48 ~ 51,10.60.77.0,24,10.60.77.254,249/256,120.125.207.48 ~ 51,10.63.48.0,22,10.63.51.254,1020/1024,120.125.214.48 ~ 51,10.0.186.0,26,10.0.186.62,10.0.186.1,10.0.186.2,10.1.232.0,24,10.1.232.254,249/256
251,214,復興區,02 偏遠,01國小,介壽國小,"FTTB-300M
(5:1)",B,251,3382YD000002,JSES,jses,10.12.24.9,10.12.24.10,10.12.24.11,10.12.24.13,10.12.24.14,29,,,120.125.222.214,10.13.0.143,23,163.30.0.1,163.30.0.2,163.30.108.0,25,163.30.108.126,163.30.108.1 ~ 31,10.255.4.1,10.255.4.2,"10.35.84.0 
10.35.85.0 
10.35.86.0 
10.35.87.0",22,10.35.87.254,1008/1024,163.30.108.64 ~ 79,"固定IP區段 
10.35.84.1 ~ 50","10.43.84.0 
10.43.85.0 
10.43.86.0 
10.43.87.0",22,10.43.87.254,1008/1024,163.30.108.80 ~ 95,"固定IP區段 
10.43.84.1 ~ 50",10.75.84.0,22,10.75.87.254,1019/1024,,,10.240.213.0,24,10.240.213.254,250/256,163.30.108.96 ~ 107,163.30.108.120                         ,2251,10.250.213.0,24,10.250.213.254,250256,1251,10.244.213.0,24,10.244.213.254,250/256,163.30.108.108 ~ 119,163.30.108.121,3251,10.252.213.0,24,10.252.213.254,250256,"10.17.170.0 
10.17.171.0",23,10.17.171.254,500/512,10.62.214.0,24,10.62.214.254,249/256,10.48.214.0,24,10.48.214.254,249/256,10.85.84.0,22,10.85.87.254,1020/1024,120.125.195.88 ~ 91,10.52.214.0,24,10.52.214.254,249/256,,10.54.80.0,24,10.54.80.254,249/256,,10.56.80.0,24,10.56.80.254,249/256,,10.91.60.0,22,10.91.63.254,1020/1024,120.125.200.60 ~ 63,10.60.80.0,24,10.60.80.254,249/256,120.125.207.60 ~ 63,10.63.60.0,22,10.63.63.254,1020/1024,120.125.214.60 ~ 63,10.0.186.64,26,10.0.186.126,10.0.186.65,10.0.186.66,10.1.233.0,24,10.1.233.254,249/256
254,215,復興區,02 偏遠,01國小,奎輝國小,"FTTB-300M
(5:1)",B,254,3382YD000007,KHPS,khps,10.12.24.41,10.12.24.42,10.12.24.43,10.12.24.45,10.12.24.46,29,,,120.125.222.215,10.13.0.144,23,163.30.0.1,163.30.0.2,163.30.109.0,25,163.30.109.126,163.30.109.1 ~ 31,10.255.4.1,10.255.4.2,"10.35.88.0 
10.35.89.0 
10.35.90.0 
10.35.91.0",22,10.35.91.254,1008/1024,163.30.109.64 ~ 79,"固定IP區段 
10.35.88.1 ~ 50","10.43.88.0 
10.43.89.0 
10.43.90.0 
10.43.91.0",22,10.43.91.254,1008/1024,163.30.109.80 ~ 95,"固定IP區段 
10.43.88.1 ~ 50",10.75.88.0,22,10.75.91.254,1019/1024,,,10.240.214.0,24,10.240.214.254,250/256,163.30.109.96 ~ 107,163.30.109.120                         ,2254,10.250.214.0,24,10.250.214.254,250256,1254,10.244.214.0,24,10.244.214.254,250/256,163.30.109.108 ~ 119,163.30.109.121,3254,10.252.214.0,24,10.252.214.254,250256,"10.17.172.0 
10.17.173.0",23,10.17.173.254,500/512,10.62.215.0,24,10.62.215.254,249/256,10.48.215.0,24,10.48.215.254,249/256,10.85.88.0,22,10.85.91.254,1020/1024,120.125.195.92 ~ 95,10.52.215.0,24,10.52.215.254,249/256,,10.54.101.0,24,10.54.101.254,249/256,,10.56.101.0,24,10.56.101.254,249/256,,10.91.144.0,22,10.91.147.254,1020/1024,120.125.200.144 ~ 147,10.60.101.0,24,10.60.101.254,249/256,120.125.207.144 ~ 147,10.63.144.0,22,10.63.147.254,1020/1024,120.125.214.144 ~ 147,10.0.186.128,26,10.0.186.190,10.0.186.129,10.0.186.130,10.1.234.0,24,10.1.234.254,249/256
250,216,復興區,02 偏遠,01國小,羅浮國小,"FTTB-300M
(5:1)",B,250,3382YD000008,LFES,lfes,10.12.24.89,10.12.24.90,10.12.24.91,10.12.24.93,10.12.24.94,29,,,120.125.222.216,10.13.0.145,23,163.30.0.1,163.30.0.2,163.30.110.128,25,163.30.110.254,163.30.110.129 ~ 159,10.255.4.1,10.255.4.2,"10.35.92.0 
10.35.93.0 
10.35.94.0 
10.35.95.0",22,10.35.95.254,1008/1024,163.30.110.192 ~ 207,"固定IP區段 
10.35.92.1 ~ 50","10.43.92.0 
10.43.93.0 
10.43.94.0 
10.43.95.0",22,10.43.95.254,1008/1024,163.30.110.208 ~ 223,"固定IP區段 
10.43.92.1 ~ 50",10.75.92.0,22,10.75.95.254,1019/1024,,,10.240.215.0,24,10.240.215.254,250/256,163.30.110.224 ~ 235,163.30.110.248                         ,2250,10.250.215.0,24,10.250.215.254,250256,1250,10.244.215.0,24,10.244.215.254,250/256,163.30.110.236 ~ 247,163.30.110.249,3250,10.252.215.0,24,10.252.215.254,250256,"10.17.174.0 
10.17.175.0",23,10.17.175.254,500/512,10.62.216.0,24,10.62.216.254,249/256,10.48.216.0,24,10.48.216.254,249/256,10.85.92.0,22,10.85.95.254,1020/1024,120.125.195.96 ~ 99,10.52.216.0,24,10.52.216.254,249/256,,10.54.79.0,24,10.54.79.254,249/256,,10.56.79.0,24,10.56.79.254,249/256,,10.91.56.0,22,10.91.59.254,1020/1024,120.125.200.56 ~ 59,10.60.79.0,24,10.60.79.254,249/256,120.125.207.56 ~ 59,10.63.56.0,22,10.63.59.254,1020/1024,120.125.214.56 ~ 59,10.0.186.192,26,10.0.186.254,10.0.186.193,10.0.186.194,10.1.235.0,24,10.1.235.254,249/256
